Date,Open,High,Low,Close,Adj Close,Volume
2015-02-18,24.400000,24.799999,23.200001,24.000000,24.000000,381000
2015-02-19,24.200001,24.799999,24.000000,24.200001,24.200001,51900
2015-02-20,24.200001,24.760000,24.000000,24.360001,24.360001,40300
2015-02-23,24.400000,24.719999,24.000000,24.400000,24.400000,35000
2015-02-24,24.480000,24.760000,24.000000,24.040001,24.040001,37800
2015-02-25,24.320000,24.320000,23.799999,24.000000,24.000000,49800
2015-02-26,24.200001,24.400000,23.959999,24.200001,24.200001,25400
2015-02-27,24.200001,24.480000,24.000000,24.080000,24.080000,77900
2015-03-02,24.320000,24.440001,24.000000,24.160000,24.160000,43700
2015-03-03,24.200001,24.200001,23.799999,24.000000,24.000000,38800
2015-03-04,23.799999,24.480000,23.799999,24.000000,24.000000,33000
2015-03-05,23.799999,24.040001,23.799999,23.980000,23.980000,11400
2015-03-06,24.000000,24.000000,23.400000,24.000000,24.000000,40000
2015-03-09,23.600000,24.320000,23.400000,24.000000,24.000000,25900
2015-03-10,24.000000,24.000000,23.400000,23.600000,23.600000,18200
2015-03-11,23.600000,23.600000,22.200001,23.559999,23.559999,67000
2015-03-12,23.040001,23.520000,22.400000,22.799999,22.799999,22000
2015-03-13,22.200001,23.200001,22.200001,22.760000,22.760000,69800
2015-03-16,24.200001,24.200001,22.600000,22.719999,22.719999,56200
2015-03-17,22.879999,23.035999,22.600000,22.879999,22.879999,17200
2015-03-18,22.440001,23.000000,22.040001,22.400000,22.400000,38700
2015-03-19,23.200001,24.200001,22.799999,23.760000,23.760000,86300
2015-03-20,24.320000,24.476000,23.000000,23.000000,23.000000,51800
2015-03-23,23.799999,24.799999,23.000000,24.400000,24.400000,88400
2015-03-24,24.400000,24.799999,23.639999,23.760000,23.760000,18000
2015-03-25,23.760000,24.028000,22.676001,23.280001,23.280001,56200
2015-03-26,22.600000,23.200001,22.240000,22.959999,22.959999,64900
2015-03-27,22.799999,22.992001,22.240000,22.360001,22.360001,10700
2015-03-30,22.879999,22.879999,20.400000,20.760000,20.760000,46200
2015-03-31,20.600000,21.959999,20.200001,21.680000,21.680000,57500
2015-04-01,21.320000,23.240000,20.559999,22.400000,22.400000,42000
2015-04-02,22.280001,23.080000,20.540001,21.000000,21.000000,37200
2015-04-06,21.080000,22.200001,21.080000,21.240000,21.240000,11700
2015-04-07,21.360001,21.360001,20.200001,20.799999,20.799999,16800
2015-04-08,20.480000,22.080000,20.416000,21.719999,21.719999,13300
2015-04-09,22.080000,22.080000,20.760000,20.840000,20.840000,2400
2015-04-10,20.879999,21.112000,19.840000,20.480000,20.480000,29200
2015-04-13,20.480000,21.760000,20.040001,21.200001,21.200001,11500
2015-04-14,21.200001,21.200001,20.000000,20.280001,20.280001,13700
2015-04-15,20.440001,20.615999,20.000000,20.240000,20.240000,7800
2015-04-16,20.440001,20.480000,20.000000,20.040001,20.040001,1200
2015-04-17,20.176001,20.400000,19.959999,20.040001,20.040001,12300
2015-04-20,20.000000,20.799999,19.000000,19.120001,19.120001,38200
2015-04-21,19.400000,19.764000,18.760000,19.280001,19.280001,7200
2015-04-22,19.000000,19.559999,19.000000,19.200001,19.200001,17800
2015-04-23,19.400000,19.520000,18.719999,19.000000,19.000000,38300
2015-04-24,22.440001,22.600000,20.840000,22.440001,22.440001,130200
2015-04-27,22.879999,23.200001,20.568001,21.920000,21.920000,44300
2015-04-28,22.000000,22.440001,21.000000,22.400000,22.400000,50500
2015-04-29,22.400000,24.480000,22.000000,24.440001,24.440001,39700
2015-04-30,24.240000,24.240000,23.280001,24.240000,24.240000,37700
2015-05-01,24.200001,24.559999,22.400000,23.440001,23.440001,102500
2015-05-04,23.600000,24.520000,23.080000,23.700001,23.700001,13600
2015-05-05,23.440001,24.040001,22.375999,23.480000,23.480000,4000
2015-05-06,23.400000,23.920000,23.200001,23.559999,23.559999,19500
2015-05-07,23.320000,23.620001,22.360001,23.400000,23.400000,4300
2015-05-08,23.360001,23.400000,22.920000,23.120001,23.120001,9300
2015-05-11,23.240000,23.840000,23.240000,23.280001,23.280001,8100
2015-05-12,23.400000,23.600000,22.280001,22.920000,22.920000,17400
2015-05-13,23.000000,23.360001,22.719999,23.139999,23.139999,7100
2015-05-14,23.403999,23.580000,22.240000,23.440001,23.440001,6100
2015-05-15,23.400000,23.400000,22.600000,23.200001,23.200001,9600
2015-05-18,23.639999,23.780001,23.160000,23.400000,23.400000,23400
2015-05-19,23.480000,23.600000,22.440001,23.280001,23.280001,9200
2015-05-20,23.480000,23.520000,22.240000,23.080000,23.080000,23600
2015-05-21,23.160000,23.520000,22.000000,23.520000,23.520000,11500
2015-05-22,23.600000,23.760000,22.639999,23.760000,23.760000,18200
2015-05-26,23.799999,23.959999,22.580000,23.260000,23.260000,9600
2015-05-27,23.520000,23.520000,23.000000,23.240000,23.240000,3300
2015-05-28,23.320000,23.879999,22.879999,23.000000,23.000000,3100
2015-05-29,22.920000,23.400000,22.480000,23.400000,23.400000,6600
2015-06-01,23.320000,23.400000,22.719999,22.719999,22.719999,13700
2015-06-02,23.040001,23.216000,22.680000,22.959999,22.959999,4700
2015-06-03,23.200001,23.280001,23.000000,23.200001,23.200001,3500
2015-06-04,23.200001,23.400000,21.559999,22.799999,22.799999,21900
2015-06-05,22.200001,23.400000,22.080000,23.360001,23.360001,3600
2015-06-08,23.360001,24.400000,22.719999,22.879999,22.879999,22100
2015-06-09,23.000000,23.360001,22.240000,22.959999,22.959999,13400
2015-06-10,23.000000,23.360001,22.600000,23.160000,23.160000,4800
2015-06-11,22.639999,23.360001,22.639999,23.200001,23.200001,7800
2015-06-12,23.440001,23.440001,22.879999,23.120001,23.120001,5400
2015-06-15,23.160000,23.400000,22.719999,23.400000,23.400000,6200
2015-06-16,23.240000,23.600000,23.080000,23.080000,23.080000,28200
2015-06-17,23.160000,23.200001,22.400000,22.400000,22.400000,8700
2015-06-18,22.920000,23.559999,22.000000,22.240000,22.240000,7100
2015-06-19,22.160000,23.200001,21.320000,21.400000,21.400000,23500
2015-06-22,21.879999,22.200001,21.600000,21.840000,21.840000,7800
2015-06-23,22.240000,22.240000,21.040001,21.200001,21.200001,12900
2015-06-24,21.200001,21.400000,20.120001,20.120001,20.120001,22500
