Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,30.830000,30.850000,28.930000,29.070000,29.070000,135400
2016-01-05,29.340000,29.510000,28.469999,29.070000,29.070000,103300
2016-01-06,28.559999,29.219999,28.030001,28.629999,28.629999,115100
2016-01-07,27.830000,28.840000,27.209999,27.350000,27.350000,204700
2016-01-08,27.540001,28.770000,26.930000,27.040001,27.040001,142900
2016-01-11,27.309999,27.309999,24.750000,25.770000,25.770000,165200
2016-01-12,26.180000,27.440001,24.950001,26.440001,26.440001,181000
2016-01-13,29.809999,29.809999,24.330000,24.610001,24.610001,261300
2016-01-14,24.420000,27.360001,23.139999,26.830000,26.830000,320900
2016-01-15,25.860001,27.309999,24.430000,25.549999,25.549999,250000
2016-01-19,26.110001,26.309999,23.120001,23.209999,23.209999,270100
2016-01-20,22.549999,24.980000,21.490000,24.559999,24.559999,154600
2016-01-21,24.520000,25.549999,23.660000,23.680000,23.680000,125000
2016-01-22,24.240000,25.120001,23.700001,24.990000,24.990000,100300
2016-01-25,24.610001,26.200001,24.480000,24.980000,24.980000,150400
2016-01-26,25.190001,25.190001,23.290001,24.240000,24.240000,74700
2016-01-27,24.280001,24.580000,21.219999,21.270000,21.270000,192300
2016-01-28,21.680000,22.299999,20.350000,20.799999,20.799999,145800
2016-01-29,20.799999,21.950001,20.559999,21.530001,21.530001,165200
2016-02-01,21.250000,22.250000,20.990000,21.820000,21.820000,156200
2016-02-02,21.530001,21.700001,20.740000,20.930000,20.930000,143200
2016-02-03,21.020000,21.020000,19.690001,20.299999,20.299999,164000
2016-02-04,20.160000,22.040001,20.010000,21.360001,21.360001,94700
2016-02-05,21.209999,23.280001,19.750000,20.260000,20.260000,162100
2016-02-08,19.910000,20.240000,18.340000,18.719999,18.719999,207500
2016-02-09,18.260000,19.540001,17.940001,18.840000,18.840000,193800
2016-02-10,19.059999,20.530001,18.690001,19.540001,19.540001,145800
2016-02-11,19.000000,19.790001,18.219999,19.389999,19.389999,160800
2016-02-12,19.809999,20.200001,18.840000,20.110001,20.110001,127500
2016-02-16,20.350000,21.110001,20.040001,21.010000,21.010000,103400
2016-02-17,21.010000,22.850000,21.000000,22.530001,22.530001,372300
2016-02-18,22.530001,23.500000,22.090000,22.170000,22.170000,229100
2016-02-19,22.090000,22.840000,21.650000,22.500000,22.500000,133300
2016-02-22,22.510000,24.639999,22.500000,23.900000,23.900000,205400
2016-02-23,23.610001,23.740000,21.049999,21.150000,21.150000,203900
2016-02-24,20.799999,21.870001,19.010000,21.600000,21.600000,203800
2016-02-25,21.820000,22.150000,21.240000,22.059999,22.059999,117700
2016-02-26,22.190001,22.350000,21.389999,22.100000,22.100000,102800
2016-02-29,22.059999,22.200001,20.730000,21.090000,21.090000,153800
2016-03-01,21.250000,22.500000,21.100000,22.450001,22.450001,149800
2016-03-02,22.930000,24.860001,22.500000,23.809999,23.809999,293800
2016-03-03,23.740000,23.780001,22.400000,23.160000,23.160000,130100
2016-03-04,23.150000,23.309999,22.170000,22.459999,22.459999,116600
2016-03-07,22.410000,24.180000,22.200001,23.809999,23.809999,133200
2016-03-08,23.709999,23.820000,21.410000,21.700001,21.700001,141800
2016-03-09,21.700001,21.770000,20.570000,21.230000,21.230000,122900
2016-03-10,21.010000,22.190001,20.480000,21.240000,21.240000,165800
2016-03-11,21.520000,21.520000,19.660000,20.580000,20.580000,249900
2016-03-14,20.440001,21.469999,19.809999,21.280001,21.280001,159900
2016-03-15,20.969999,20.969999,18.629999,18.900000,18.900000,196100
2016-03-16,18.920000,19.400000,18.549999,19.040001,19.040001,153800
2016-03-17,18.920000,19.760000,18.110001,19.430000,19.430000,198500
2016-03-18,19.590000,20.850000,19.020000,19.709999,19.709999,296200
2016-03-21,19.629999,20.799999,18.969999,20.400000,20.400000,152500
2016-03-22,20.379999,21.370001,20.150000,21.330000,21.330000,223300
2016-03-23,21.240000,22.139999,20.110001,20.129999,20.129999,146000
2016-03-24,19.990000,20.200001,18.920000,19.990000,19.990000,252300
2016-03-28,20.120001,20.120001,19.430000,19.469999,19.469999,133500
2016-03-29,19.629999,20.870001,18.850000,20.809999,20.809999,234000
2016-03-30,20.990000,21.670000,20.360001,20.790001,20.790001,168200
2016-03-31,20.889999,22.459999,20.559999,21.400000,21.400000,176300
2016-04-01,21.270000,22.969999,21.059999,22.360001,22.360001,133800
2016-04-04,22.400000,24.129999,22.320000,23.200001,23.200001,238900
2016-04-05,22.940001,23.469999,22.500000,22.549999,22.549999,149100
2016-04-06,22.709999,24.430000,22.590000,23.990000,23.990000,185500
2016-04-07,23.740000,24.389999,22.670000,23.180000,23.180000,149900
2016-04-08,23.629999,23.629999,21.590000,22.100000,22.100000,162300
2016-04-11,22.200001,22.860001,21.680000,21.980000,21.980000,113000
2016-04-12,22.000000,22.690001,21.670000,22.600000,22.600000,100500
2016-04-13,22.790001,23.410000,21.719999,22.940001,22.940001,80500
2016-04-14,22.940001,23.549999,22.610001,23.100000,23.100000,104400
2016-04-15,23.090000,23.580000,22.540001,23.049999,23.049999,85400
